,Title,Production_Budget,Domestic_Gross,Worldwide_Gross,Profit,Original_Language,Popularity,TMDB_Rating,Vote_Count,Quarter_Num,Year,IMDB_Rating,Runtime,Genre
341,Safe House,85000000.0,126181630.0,208542162.0,123542162.0,en,13.116,6.4,1997,1,2012,6.8,115.0,Acti
235,RoboCop,120000000.0,58607007.0,242981799.0,122981799.0,en,17.851,5.8,3390,1,2014,6.2,117.0,Acti
388,Christopher Robin,75000000.0,99215042.0,197504758.0,122504758.0,en,20.930999999999997,7.4,1280,3,2018,7.3,104.0,Adve
652,Bridge of Spies,40000000.0,72313754.0,162498338.0,122498338.0,en,12.835999999999999,7.2,4313,4,2015,7.6,142.0,Dram
653,Bridge of Spies,40000000.0,72313754.0,162498338.0,122498338.0,en,12.835999999999999,7.2,4313,4,2015,7.6,142.0,Dram
1138,Sausage Party,19000000.0,97670358.0,141344255.0,122344255.0,en,15.232000000000001,5.6,4237,3,2016,6.2,89.0,Adve
537,Anchorman 2: The Legend Continues,50000000.0,127352707.0,172185754.0,122185754.0,en,12.08,6.1,1408,4,2013,6.3,119.0,Come
209,After Earth,130000000.0,60522097.0,251499665.0,121499665.0,en,14.415,5.1,4154,2,2013,4.8,100.0,Acti
543,The Mule,50000000.0,103804407.0,170857676.0,120857676.0,en,33.83,6.5,1584,4,2018,7.1,116.0,Crim
542,The Mule,50000000.0,103804407.0,170857676.0,120857676.0,en,6.1610000000000005,6.4,77,1,2014,6.3,103.0,Come
541,The Mule,50000000.0,103804407.0,170857676.0,120857676.0,en,6.1610000000000005,6.4,77,1,2014,7.1,116.0,Crim
544,The Mule,50000000.0,103804407.0,170857676.0,120857676.0,en,33.83,6.5,1584,4,2018,6.3,103.0,Come
823,Darkest Hour,30000000.0,56443120.0,150807172.0,120807172.0,en,15.331,7.3,2715,4,2017,7.4,125.0,Biog
824,Darkest Hour,30000000.0,56443120.0,150807172.0,120807172.0,en,15.331,7.3,2715,4,2017,7.4,125.0,Biog
286,Geostorm,100000000.0,33700160.0,220796009.0,120796009.0,en,13.652999999999999,5.8,2246,4,2017,5.3,109.0,Acti
287,Geostorm,100000000.0,33700160.0,220796009.0,120796009.0,en,13.652999999999999,5.8,2246,4,2017,5.3,109.0,Acti
246,Gulliver's Travels,112000000.0,42779261.0,232017848.0,120017848.0,en,10.767999999999999,5.1,1282,4,2010,4.9,85.0,Adve
1646,Happy Death Day,5000000.0,55683845.0,125010260.0,120010260.0,en,21.23,6.6,3211,4,2017,6.5,96.0,Horr
616,Johnny English Reborn,45000000.0,8406711.0,164640401.0,119640401.0,en,15.542,6.1,1810,4,2011,6.3,101.0,Acti
256,The Green Hornet,110000000.0,98780042.0,229155503.0,119155503.0,en,14.501,5.5,1897,1,2011,5.8,119.0,Acti
1383,The Fighter,11000000.0,93617009.0,129262388.0,118262388.0,en,10.395,7.3,2325,4,2010,7.8,116.0,Biog
9,Solo: A Star Wars Story,275000000.0,213767512.0,393151347.0,118151347.0,en,29.502,6.6,3838,2,2018,7.0,135.0,Acti
935,Dear John,25000000.0,80014842.0,142033509.0,117033509.0,en,12.048,6.8,2676,1,2010,6.3,108.0,Dram
647,Dumb and Dumber To,40000000.0,86208010.0,156553592.0,116553592.0,en,15.964,5.5,1842,4,2014,5.6,109.0,Adve
600,The Muppets,45000000.0,88625922.0,160971922.0,115971922.0,en,11.324000000000002,6.6,831,4,2011,7.1,103.0,Adve
470,Baywatch,60000000.0,58060186.0,175863783.0,115863783.0,en,14.429,6.1,4748,2,2017,5.6,116.0,Acti
714,The Town,37000000.0,92186262.0,152566881.0,115566881.0,en,13.475999999999999,7.1,2386,3,2010,7.6,125.0,Crim
440,The Dictator,65000000.0,59650222.0,180148897.0,115148897.0,en,12.592,6.0,3042,2,2012,6.4,83.0,Come
666,Final Destination 5,40000000.0,42587643.0,155011165.0,115011165.0,en,13.392000000000001,6.0,1701,3,2011,5.9,92.0,Horr
1522,Dragon Ball Super: Broly,8500000.0,30376755.0,122747755.0,114247755.0,ja,6.867999999999999,7.4,721,1,2019,8.0,100.0,Acti
1233,The Woman in Black,15000000.0,54333290.0,128955898.0,113955898.0,en,12.780999999999999,6.1,2122,1,2012,6.4,95.0,Dram
380,The Equalizer 2,77000000.0,102084362.0,190453132.0,113453132.0,en,22.961,6.4,2089,3,2018,6.7,121.0,Acti
409,Storks,70000000.0,72679278.0,183353431.0,113353431.0,en,12.100999999999999,6.5,1308,3,2016,6.8,87.0,Adve
645,The Accountant,40000000.0,86260045.0,152962083.0,112962083.0,en,13.81,6.9,3407,4,2016,7.3,128.0,Acti
646,The Accountant,40000000.0,86260045.0,152962083.0,112962083.0,en,13.81,6.9,3407,4,2016,7.3,128.0,Acti
894,Girls Trip,28000000.0,115108515.0,140886353.0,112886353.0,en,8.589,6.8,968,3,2017,6.2,122.0,Come
32,Robin Hood,210000000.0,105487148.0,322459006.0,112459006.0,en,39.975,5.8,1194,4,2018,5.3,116.0,Acti
31,Robin Hood,210000000.0,105487148.0,322459006.0,112459006.0,en,39.975,5.8,1194,4,2018,6.6,140.0,Acti
30,Robin Hood,210000000.0,105487148.0,322459006.0,112459006.0,en,15.444,6.3,2569,2,2010,5.3,116.0,Acti
29,Robin Hood,210000000.0,105487148.0,322459006.0,112459006.0,en,15.444,6.3,2569,2,2010,6.6,140.0,Acti
1210,The Artist,16000000.0,44667095.0,128256712.0,112256712.0,en,10.155,7.4,1787,4,2011,7.9,100.0,Come
1340,Chronicle,12000000.0,64575175.0,123681790.0,111681790.0,en,12.556,6.7,3084,1,2012,7.1,84.0,Dram
736,Friends with Benefits,35000000.0,55802754.0,146595891.0,111595891.0,en,14.019,6.6,4637,3,2011,6.6,109.0,Come
740,Poltergeist,10700000.0,74706019.0,121706019.0,111006019.0,en,17.343,5.1,1438,2,2015,4.9,93.0,Horr
326,Percy Jackson: Sea of Monsters,90000000.0,68559554.0,200859554.0,110859554.0,en,15.762,5.9,3109,3,2013,5.8,106.0,Adve
181,Rango,135000000.0,123477607.0,245724600.0,110724600.0,en,14.462,6.6,3412,1,2011,7.2,107.0,Adve
183,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.0,82051601.0,245328374.0,110328374.0,en,15.095999999999998,5.9,1860,2,2016,6.0,112.0,Acti
641,Lone Survivor,40000000.0,125095601.0,149804632.0,109804632.0,en,15.404000000000002,7.4,2289,4,2013,7.5,121.0,Acti
284,The Expendables 3,100000000.0,39322544.0,209461378.0,109461378.0,en,18.797,6.1,2876,3,2014,6.1,126.0,Acti
1279,Magic Mike XXL,14500000.0,66013057.0,123660597.0,109160597.0,en,8.681000000000001,6.2,1110,3,2015,5.6,115.0,Come
1316,Bajrangi Bhaijaan,13000000.0,8178001.0,121778347.0,108778347.0,hi,7.122000000000001,7.9,232,3,2015,8.0,163.0,Acti
1400,The Purge: Election Year,10000000.0,79042440.0,118514727.0,108514727.0,en,18.975,6.3,2900,3,2016,6.0,108.0,Acti
797,Source Code,32000000.0,54712227.0,140428499.0,108428499.0,en,13.495,7.2,4529,2,2011,7.5,93.0,Acti
1242,The Theory of Everything,15000000.0,35893537.0,123327692.0,108327692.0,en,13.866,7.9,6412,4,2014,7.7,123.0,Biog
104,Alice Through the Looking Glass,170000000.0,77042381.0,276928112.0,106928112.0,en,16.642,6.5,3803,2,2016,6.2,113.0,Adve
731,Trainwreck,35000000.0,110212700.0,141123897.0,106123897.0,en,18.423,5.8,1731,3,2015,6.2,125.0,Come
750,The Foreigner,35000000.0,34393507.0,140783360.0,105783360.0,en,14.616,6.7,1086,4,2017,7.0,113.0,Acti
751,The Foreigner,35000000.0,34393507.0,140783360.0,105783360.0,en,14.616,6.7,1086,4,2017,7.0,113.0,Acti
1304,The Shallows,13000000.0,55121623.0,118763442.0,105763442.0,en,14.091,6.3,3037,2,2016,6.3,86.0,Dram
898,The Big Short,28000000.0,70259870.0,133162752.0,105162752.0,en,14.327,7.3,4657,4,2015,7.8,130.0,Biog
1643,10 Cloverfield Lane,5000000.0,72082999.0,108286422.0,103286422.0,en,17.892,6.9,4629,1,2016,7.2,103.0,Dram
821,Hope Springs,30000000.0,63536011.0,133085295.0,103085295.0,en,8.312999999999999,6.1,429,3,2012,6.3,100.0,Come
442,Focus,65000000.0,53862963.0,168065700.0,103065700.0,en,10.704,6.8,4173,1,2015,6.6,105.0,Come
405,Olympus Has Fallen,70000000.0,98927592.0,172878928.0,102878928.0,en,13.864,6.2,4086,1,2013,6.5,119.0,Acti
1500,The Purge: Anarchy,9000000.0,71562550.0,111534881.0,102534881.0,en,28.424,6.6,3754,3,2014,6.5,103.0,Acti
1283,The Iron Lady,14000000.0,29959436.0,115592104.0,101592104.0,en,8.987,6.4,899,4,2011,6.4,105.0,Biog
1337,Think Like a Man,12000000.0,91547205.0,113373764.0,101373764.0,en,5.905,6.9,438,2,2012,6.6,122.0,Come
498,Goosebumps,58000000.0,80069458.0,158905324.0,100905324.0,en,18.957,6.2,2147,4,2015,6.3,103.0,Adve
497,Goosebumps,58000000.0,80069458.0,158905324.0,100905324.0,en,18.957,6.2,2147,4,2015,6.3,103.0,Adve
1970,The Devil Inside,1000000.0,53262945.0,101759490.0,100759490.0,en,7.403,4.7,441,1,2012,4.2,83.0,Horr
558,Into the Storm,50000000.0,47602194.0,150429371.0,100429371.0,en,8.884,5.8,1169,3,2014,5.8,89.0,Acti
469,Jack Reacher: Never Go Back,60000000.0,58697076.0,159946489.0,99946489.0,en,17.085,5.6,2831,4,2016,6.1,118.0,Acti
468,Jack Reacher: Never Go Back,60000000.0,58697076.0,159946489.0,99946489.0,en,17.085,5.6,2831,4,2016,6.1,118.0,Acti
896,A Bad Moms Christmas,28000000.0,72110659.0,127710550.0,99710550.0,en,16.604,6.3,1044,4,2017,5.5,104.0,Adve
895,A Bad Moms Christmas,28000000.0,72110659.0,127710550.0,99710550.0,en,16.604,6.3,1044,4,2017,5.5,104.0,Adve
1194,Pitch Perfect,17000000.0,65001093.0,116044347.0,99044347.0,en,13.886,7.3,4233,3,2012,7.2,112.0,Come
436,Unbroken,65000000.0,115637895.0,163527824.0,98527824.0,en,12.354000000000001,7.4,2240,4,2014,7.2,137.0,Biog
1932,Insidious,1500000.0,54009150.0,99870886.0,98370886.0,en,16.197,6.9,3582,2,2011,6.9,103.0,Horr
1648,Ouija,5000000.0,50856010.0,103300632.0,98300632.0,en,15.389000000000001,5.1,1670,4,2014,4.5,89.0,Horr
512,Date Night,55000000.0,98711404.0,152269033.0,97269033.0,en,12.498,6.0,1743,2,2010,6.3,88.0,Come
314,The Secret Life of Walter Mitty,91000000.0,58236838.0,187861183.0,96861183.0,en,10.743,7.1,4859,4,2013,7.3,114.0,Adve
657,Unknown,40000000.0,63686397.0,136123083.0,96123083.0,en,12.08,6.6,2043,1,2011,6.9,113.0,Acti
936,Parental Guidance,25000000.0,77267296.0,120832383.0,95832383.0,en,10.124,5.8,276,4,2012,6.1,105.0,Come
1645,The Visit,5000000.0,65206105.0,98677816.0,93677816.0,en,10.196,6.2,2634,3,2015,6.2,94.0,Horr
1381,Dirty Grandpa,11500000.0,35593113.0,105078449.0,93578449.0,en,11.432,5.8,2667,1,2016,5.9,102.0,Come
24,Battleship,220000000.0,65233400.0,313477717.0,93477717.0,en,21.741999999999997,5.6,3240,2,2012,5.8,131.0,Acti
820,The Nut Job,30000000.0,64251538.0,122529966.0,92529966.0,en,10.501,5.6,529,1,2014,5.7,85.0,Adve
1408,Jigsaw,10000000.0,38052832.0,102445196.0,92445196.0,en,17.398,6.1,1887,4,2017,5.8,92.0,Crim
503,Ghost Rider: Spirit of Vengeance,57000000.0,51774002.0,149217355.0,92217355.0,en,18.678,4.8,2039,4,2011,4.3,96.0,Acti
441,This Means War,65000000.0,54760791.0,156974557.0,91974557.0,en,12.017000000000001,6.0,2096,1,2012,6.3,103.0,Acti
1752,Truth or Dare,3500000.0,41411015.0,95127344.0,91627344.0,en,8.102,5.6,194,3,2012,5.2,100.0,Horr
1754,Truth or Dare,3500000.0,41411015.0,95127344.0,91627344.0,en,14.354000000000001,6.0,2005,2,2018,5.2,100.0,Horr
1753,Truth or Dare,3500000.0,41411015.0,95127344.0,91627344.0,en,4.354,5.2,50,4,2017,5.2,100.0,Horr
1342,Project X,12000000.0,54731865.0,103028188.0,91028188.0,en,1.39,5.6,7,4,2016,6.7,88.0,Come
1341,Project X,12000000.0,54731865.0,103028188.0,91028188.0,en,9.715,6.4,2968,1,2012,6.7,88.0,Come
605,The Bounty Hunter,45000000.0,67061228.0,135808837.0,90808837.0,en,9.861,5.7,1627,1,2010,5.6,110.0,Acti
365,Zookeeper,80000000.0,80360866.0,170805525.0,90805525.0,en,10.764000000000001,5.3,886,3,2011,5.2,102.0,Come
408,The Monuments Men,70000000.0,78031620.0,158702748.0,88702748.0,en,12.860999999999999,5.9,2229,1,2014,6.1,118.0,Come
343,Mirror Mirror,85000000.0,64935167.0,173613482.0,88613482.0,en,13.220999999999998,5.8,2099,1,2012,5.6,106.0,Adve
697,Captain Underpants: The First Epic Movie,38000000.0,73921000.0,126577874.0,88577874.0,en,18.31,6.0,587,2,2017,6.2,89.0,Acti
1785,The Purge,3000000.0,64473115.0,91266581.0,88266581.0,en,24.364,6.2,4797,2,2013,5.7,85.0,Horr
158,Dark Shadows,150000000.0,79727149.0,238202668.0,88202668.0,en,15.75,5.9,4197,2,2012,6.2,113.0,Come
663,Predators,40000000.0,52000688.0,127234389.0,87234389.0,en,16.215999999999998,6.1,1979,3,2010,6.4,107.0,Acti
1348,Philomena,12000000.0,37709979.0,98963392.0,86963392.0,en,8.978,7.4,945,4,2013,7.6,98.0,Biog
226,Total Recall,125000000.0,58877969.0,211856088.0,86856088.0,en,17.243,5.9,3486,3,2012,6.3,118.0,Acti
407,War Horse,70000000.0,79883359.0,156815529.0,86815529.0,en,10.378,7.2,1849,4,2011,7.2,146.0,Dram
668,Sex Tape,40000000.0,38543473.0,126069509.0,86069509.0,en,20.429000000000002,5.3,2684,3,2014,5.1,94.0,Come
1301,Justin Bieber: Never Say Never,13000000.0,73013910.0,99034125.0,86034125.0,en,8.602,5.1,240,1,2011,1.6,105.0,Docu
1650,Paranormal Activity: The Marked Ones,5000000.0,32462372.0,90904854.0,85904854.0,en,9.446,5.3,752,1,2014,5.0,84.0,Horr
456,The Hateful Eight,62000000.0,54117416.0,147864886.0,85864886.0,en,20.680999999999997,7.7,8065,4,2015,7.8,168.0,Crim
455,The Hateful Eight,62000000.0,54117416.0,147864886.0,85864886.0,en,20.680999999999997,7.7,8065,4,2015,7.8,168.0,Crim
556,American Made,50000000.0,51342000.0,135569212.0,85569212.0,en,16.748,6.7,2188,3,2017,7.2,115.0,Acti
555,American Made,50000000.0,51342000.0,135569212.0,85569212.0,en,16.748,6.7,2188,3,2017,7.2,115.0,Acti
819,Warm Bodies,30000000.0,66380662.0,115121608.0,85121608.0,en,13.259,6.3,4109,1,2013,6.9,98.0,Come
169,Ghostbusters,144000000.0,128350574.0,229008658.0,85008658.0,en,16.079,5.4,3780,3,2016,5.2,116.0,Acti
900,Last Vegas,28000000.0,63914167.0,112914167.0,84914167.0,en,6.5329999999999995,6.4,1211,4,2013,6.6,105.0,Come
1157,Blue Jasmine,18000000.0,33404871.0,102912961.0,84912961.0,en,10.443,7.0,1983,3,2013,7.3,98.0,Dram
643,Ride Along 2,40000000.0,90862685.0,124827316.0,84827316.0,en,12.977,6.2,939,1,2016,5.9,102.0,Acti
1787,Sinister,3000000.0,48086903.0,87727807.0,84727807.0,en,13.117,6.8,2935,4,2012,6.8,110.0,Horr
1786,Sinister,3000000.0,48086903.0,87727807.0,84727807.0,en,0.6,3.8,8,2,2011,6.8,110.0,Horr
608,Blended,45000000.0,46290741.0,127990741.0,82990741.0,en,10.613,6.7,1709,2,2014,6.5,117.0,Come
636,The Karate Kid,8000000.0,90815558.0,90815558.0,82815558.0,en,12.255999999999998,6.3,3140,2,2010,6.2,140.0,Acti
733,A Nightmare on Elm Street,35000000.0,63075011.0,117729621.0,82729621.0,en,9.795,5.5,1408,2,2010,5.2,95.0,Crim
528,Zero Dark Thirty,52500000.0,95720716.0,134612435.0,82112435.0,en,14.239,6.9,2553,4,2012,7.4,157.0,Dram
708,The Upside,37500000.0,108235497.0,119024536.0,81524536.0,en,28.138,7.3,274,1,2019,6.7,126.0,Come
1401,Book Club,10000000.0,68566296.0,91113683.0,81113683.0,en,11.514000000000001,6.0,301,2,2018,6.1,104.0,Come
1195,Evil Dead,17000000.0,54239856.0,97778356.0,80778356.0,en,13.089,6.4,2664,2,2013,6.5,91.0,Fant
1413,The Second Best Exotic Marigold Hotel,10000000.0,33078266.0,90384306.0,80384306.0,en,7.731,6.4,420,1,2015,6.6,122.0,Come
716,Game Night,37000000.0,69179066.0,117378084.0,80378084.0,en,19.459,6.9,2756,1,2018,7.0,100.0,Acti
732,Saving Mr. Banks,35000000.0,83299761.0,114962525.0,79962525.0,en,9.585,7.4,2050,4,2013,7.5,125.0,Biog
699,Why Him?,38000000.0,60323786.0,117425156.0,79425156.0,en,15.044,6.2,2494,4,2016,6.2,111.0,Come
700,Why Him?,38000000.0,60323786.0,117425156.0,79425156.0,en,15.044,6.2,2494,4,2016,6.2,111.0,Come
1244,The Favourite,15000000.0,34366783.0,94113929.0,79113929.0,en,28.651,7.7,2096,4,2018,7.6,119.0,Biog
856,Sanctum,30000000.0,23209310.0,108957098.0,78957098.0,en,7.457000000000001,5.9,515,1,2011,5.9,108.0,Adve
701,Water for Elephants,38000000.0,58709717.0,116809717.0,78809717.0,en,6.209,6.9,1627,2,2011,6.9,120.0,Dram
362,The Book of Eli,80000000.0,94835059.0,158750817.0,78750817.0,en,18.985,6.7,3495,1,2010,6.9,118.0,Acti
1567,I Can Only Imagine,7000000.0,83482352.0,85604221.0,78604221.0,en,9.7,7.6,155,1,2018,7.4,110.0,Biog
1235,BlacKkKlansman,15000000.0,49275340.0,93017335.0,78017335.0,en,25.101,7.6,3138,3,2018,7.5,135.0,Biog
1071,A Simple Favor,20000000.0,53548586.0,97628717.0,77628717.0,en,21.121,6.6,1756,3,2018,6.9,117.0,Come
466,Contagion,60000000.0,75658097.0,137551594.0,77551594.0,en,10.444,6.3,2128,3,2011,6.6,106.0,Acti
1357,About Time,12000000.0,15323921.0,89309178.0,77309178.0,en,14.133,7.9,3981,4,2013,7.8,123.0,Come
422,Red Sparrow,69000000.0,46874505.0,145951861.0,76951861.0,en,18.117,6.5,3406,1,2018,6.6,140.0,Acti
533,The Adjustment Bureau,50200000.0,62495645.0,126931325.0,76731325.0,en,13.717,6.6,2615,1,2011,7.1,106.0,Roma
1064,Tammy,20000000.0,84525432.0,96407655.0,76407655.0,en,10.979000000000001,5.2,735,3,2014,4.9,97.0,Come
817,Sisters,30000000.0,87044645.0,106030660.0,76030660.0,en,10.993,5.9,922,4,2015,6.0,118.0,Come
438,Annie,65000000.0,85911262.0,139829625.0,74829625.0,en,13.422,6.1,770,4,2014,5.3,118.0,Come
72,Blade Runner 2049,185000000.0,92054159.0,259357408.0,74357408.0,en,48.571000000000005,7.4,6679,4,2017,8.0,164.0,Dram
71,Blade Runner 2049,185000000.0,92054159.0,259357408.0,74357408.0,en,48.571000000000005,7.4,6679,4,2017,8.0,164.0,Dram
1152,My Big Fat Greek Wedding 2,18000000.0,59689605.0,92096558.0,74096558.0,en,6.7139999999999995,5.8,593,1,2016,6.0,94.0,Come
887,Night School,29000000.0,77339130.0,103008792.0,74008792.0,en,12.786,6.0,775,3,2018,5.6,111.0,Come
737,Neighbors 2: Sorority Rising,35000000.0,55340730.0,108757621.0,73757621.0,en,17.662,5.7,2829,2,2016,5.7,92.0,Come
1349,Paper Towns,12000000.0,32000304.0,85450484.0,73450484.0,en,11.564,6.0,3587,3,2015,6.3,109.0,Come
938,Contraband,25000000.0,66528000.0,98406855.0,73406855.0,en,12.357000000000001,6.2,1114,1,2012,6.5,109.0,Acti
899,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000.0,66954149.0,101379287.0,73379287.0,en,6.7829999999999995,6.2,817,4,2014,6.2,81.0,Come
1347,Overboard,12000000.0,50316123.0,85369830.0,73369830.0,en,19.477,6.3,535,2,2018,5.9,112.0,Come
703,The 5th Wave,38000000.0,34912982.0,111336398.0,73336398.0,en,12.967,5.8,3657,1,2016,5.2,112.0,Acti
1047,Blockers,21000000.0,60311495.0,94045328.0,73045328.0,en,21.840999999999998,6.1,969,2,2018,6.2,102.0,Come
1502,Ouija: Origin of Evil,9000000.0,35144505.0,81831866.0,72831866.0,en,11.823,6.0,1416,4,2016,6.1,99.0,Dram
1501,Ouija: Origin of Evil,9000000.0,35144505.0,81831866.0,72831866.0,en,11.823,6.0,1416,4,2016,6.1,99.0,Dram
1066,The Last Song,20000000.0,62950384.0,92678948.0,72678948.0,en,9.237,7.2,2199,1,2010,6.0,107.0,Dram
322,The Magnificent Seven,90000000.0,93432655.0,162525156.0,72525156.0,en,18.487000000000002,6.2,3647,3,2016,6.9,132.0,Acti
1028,The Hundred-Foot Journey,22000000.0,54235441.0,94270488.0,72270488.0,en,8.26,7.3,785,3,2014,7.3,122.0,Come
1075,Spotlight,20000000.0,45055776.0,92088460.0,72088460.0,en,16.354,7.8,4935,4,2015,8.1,129.0,Crim
1074,Spotlight,20000000.0,45055776.0,92088460.0,72088460.0,en,16.354,7.8,4935,4,2015,8.1,129.0,Crim
1006,Footloose,8200000.0,80000000.0,80000000.0,71800000.0,en,10.269,6.6,929,4,2011,5.9,113.0,Come
587,Instant Family,48000000.0,67363237.0,119736188.0,71736188.0,en,22.634,7.6,782,4,2018,7.4,118.0,Come
939,The Lucky One,25000000.0,60457138.0,96633833.0,71633833.0,en,13.14,6.9,2012,2,2012,6.5,101.0,Dram
376,Jack and Jill,79000000.0,74158157.0,150519217.0,71519217.0,en,11.277000000000001,4.1,1124,4,2011,3.3,91.0,Come
459,2 Guns,61000000.0,75612460.0,132493015.0,71493015.0,en,14.8,6.5,2368,3,2013,6.7,109.0,Acti
337,The Predator,88000000.0,51024708.0,159487563.0,71487563.0,en,29.473000000000003,5.2,2018,3,2018,5.4,107.0,Acti
477,Jack Ryan: Shadow Recruit,60000000.0,50577412.0,131377412.0,71377412.0,en,11.061,6.1,1687,1,2014,6.2,105.0,Acti
809,Vacation,31000000.0,58884188.0,102306500.0,71306500.0,en,14.227,6.2,1934,3,2015,6.1,99.0,Adve
1784,War Room,3000000.0,67790117.0,73975239.0,70975239.0,en,7.419,7.5,171,3,2015,6.5,120.0,Dram
275,The Other Guys,100000000.0,119219978.0,170936470.0,70936470.0,en,13.508,6.2,2187,3,2010,6.7,107.0,Acti
305,Unstoppable,95000000.0,81562942.0,165720921.0,70720921.0,en,14.01,6.4,1913,4,2010,6.8,98.0,Acti
1339,Act of Valor,12000000.0,70012847.0,82497035.0,70497035.0,en,12.197000000000001,6.3,583,1,2012,6.5,110.0,Acti
429,Abraham Lincoln: Vampire Hunter,67500000.0,37519139.0,137489730.0,69989730.0,en,12.498,5.6,2009,2,2012,5.9,105.0,Acti
684,Mechanic: Resurrection,40000000.0,21218403.0,109738840.0,69738840.0,en,16.302,5.6,1929,3,2016,5.7,98.0,Acti
1232,Halloween,325000.0,47000000.0,70000000.0,69675000.0,en,20.839000000000002,6.4,2020,4,2018,6.6,106.0,Horr
698,Paul Blart: Mall Cop 2,38000000.0,71091594.0,107650646.0,69650646.0,en,15.940999999999999,5.0,900,2,2015,4.4,94.0,Acti
902,Kick-Ass,28000000.0,48071303.0,97531134.0,69531134.0,en,13.08,7.1,7540,2,2010,7.6,117.0,Acti
1519,Manchester by the Sea,8500000.0,47695371.0,77733867.0,69233867.0,en,16.637999999999998,7.5,3176,4,2016,7.8,137.0,Dram
1518,Manchester by the Sea,8500000.0,47695371.0,77733867.0,69233867.0,en,16.637999999999998,7.5,3176,4,2016,7.8,137.0,Dram
1280,The Possession,14000000.0,49130588.0,82925064.0,68925064.0,en,8.978,5.9,918,3,2012,5.9,92.0,Horr
550,We Bought a Zoo,50000000.0,75624550.0,118729073.0,68729073.0,en,9.931000000000001,6.7,1523,4,2011,7.1,124.0,Come
1403,Lady Bird,10000000.0,48958273.0,78610769.0,68610769.0,en,15.974,7.3,3866,4,2017,7.4,94.0,Come
1404,Lady Bird,10000000.0,48958273.0,78610769.0,68610769.0,en,15.974,7.3,3866,4,2017,7.4,94.0,Come
1919,The Last Exorcism,1800000.0,41034350.0,70165900.0,68365900.0,en,9.35,5.6,519,3,2010,5.6,87.0,Dram
828,Atomic Blonde,30000000.0,51573925.0,98345423.0,68345423.0,en,21.662,6.3,3645,3,2017,6.7,115.0,Acti
1526,Easy A,8000000.0,58401464.0,76200721.0,68200721.0,en,14.69,6.8,4168,3,2010,7.1,92.0,Come
1429,Paranormal Activity: The Ghost Dimension,10000000.0,18297124.0,77959374.0,67959374.0,en,8.157,5.2,774,4,2015,4.6,88.0,Horr
596,Prisoners,46000000.0,61002302.0,113402302.0,67402302.0,en,14.357999999999999,8.0,5785,3,2013,8.1,153.0,Crim
1384,If I Stay,11000000.0,50474843.0,78356170.0,67356170.0,en,12.047,7.4,2703,3,2014,6.8,107.0,Dram
1207,The Illusionist,16500000.0,39868642.0,83792062.0,67292062.0,fr,8.404,7.4,280,4,2010,7.5,80.0,Anim
258,The A-Team,110000000.0,77222099.0,177241171.0,67241171.0,en,17.097,6.3,2703,2,2010,6.8,117.0,Acti
644,Get Hard,40000000.0,90411453.0,106511453.0,66511453.0,en,12.129000000000001,6.0,1469,1,2015,6.0,100.0,Come
806,42,31000000.0,95020213.0,97470701.0,66470701.0,en,11.28,7.0,1028,2,2013,7.5,128.0,Biog
915,Money Monster,27000000.0,41012075.0,93466095.0,66466095.0,en,11.134,6.4,1859,2,2016,6.5,98.0,Crim
1243,Drive,15000000.0,35060689.0,81357930.0,66357930.0,en,15.875,7.5,6737,3,2011,7.8,100.0,Crim
897,Safe Haven,28000000.0,71399120.0,94050951.0,66050951.0,en,9.095,7.1,1433,1,2013,6.7,115.0,Dram
662,Horrible Bosses 2,40000000.0,54445357.0,105945357.0,65945357.0,en,18.421,6.2,2581,4,2014,6.3,108.0,Come
342,Tower Heist,85000000.0,78046570.0,150422946.0,65422946.0,en,12.213,6.0,1592,4,2011,6.2,104.0,Acti
344,Arthur Christmas,85000000.0,46462469.0,149717124.0,64717124.0,en,12.981,6.7,692,4,2011,7.1,97.0,Adve
588,Tooth Fairy,48000000.0,60022256.0,112610386.0,64610386.0,en,12.65,5.3,1058,1,2010,5.0,101.0,Come
827,Southpaw,30000000.0,52421953.0,94156456.0,64156456.0,en,25.305,7.4,3424,3,2015,7.4,124.0,Dram
1934,Moonlight,1500000.0,27854931.0,65245512.0,63745512.0,en,15.948,7.4,3893,4,2016,7.4,111.0,Dram
1933,Moonlight,1500000.0,27854931.0,65245512.0,63745512.0,en,15.948,7.4,3893,4,2016,7.4,111.0,Dram
1971,Unfriended,1000000.0,32789645.0,64364198.0,63364198.0,en,8.12,5.4,2019,2,2015,5.6,83.0,Horr
1230,Halloween,15000000.0,58269151.0,77514401.0,62514401.0,en,20.839000000000002,6.4,2020,4,2018,6.6,106.0,Horr
673,The Commuter,40000000.0,36343858.0,101985431.0,61985431.0,en,20.063,6.2,2394,1,2018,6.3,105.0,Acti
1229,Diary of a Wimpy Kid,15000000.0,64003625.0,76954311.0,61954311.0,en,12.255999999999998,6.0,736,1,2010,6.2,94.0,Come
1081,Vampires Suck,20000000.0,36661504.0,81424988.0,61424988.0,en,8.992,4.1,658,3,2010,3.4,82.0,Come
551,Moneyball,50000000.0,75605492.0,111300835.0,61300835.0,en,15.392999999999999,7.1,2255,3,2011,7.6,133.0,Biog
